-383.190617338954 +17826.8043012247
-1235.25637641555 +16515.2917229178
-1938.97613456132 +16706.5402012970
-2747.95343483422 +17273.8653102002
-2832.98741610137 +16882.0199386589
-3478.61027984382 +18170.5536040519
-3653.25116219032 +17647.0380927386
-3920.64490353636 +17577.6319228763
-5473.97884388522 +19086.0540697710
-5216.33436744615 +18108.6890256712
-6343.29439992964 +20165.5287706431
-6224.69713608294 +20341.0662003741
-6620.37480519025 +19397.2170485344
-7831.18575160428 +20143.6010398250
-6636.72491500709 +21547.0260535251
-5817.62583084573 +21731.8665634308
-5812.38346155162 +22613.1844079430
-6337.34211619473 +21853.7859962691
-6181.95457023228 +23037.1611966390
-6347.71875199552 +24091.1019156988
-7261.72829203114 +22925.1135108411
-5464.21508521208 +23231.8802785753
-6707.77763038731 +21924.0848358848
-6218.65205776511 +22841.3085194573
-4473.46863657576 +23852.2019288767
-5643.89683590971 +20931.5807017640
-5083.84125718531 +21394.4838814893
-5544.58443331214 +21541.1618110515
-6514.24379045323 +21754.4752872468
-4637.35026022790 +20169.1856059605
-4714.81406240954 +20698.8682067921
-4551.93898991952 +19637.1160624862
-4582.39467605054 +19506.5892017116
-5277.66838801737 +19588.9024038443
-5985.59606266071 +17094.6579371423
-5337.41577111993 +16917.2159313220
-6826.30161965544 +17083.9293536714
-7460.72707181205 +17840.8186346741
-6945.31152072485 +17492.3190284016
-6412.19987802247 +17101.7805909020
-8324.62286019991 +18246.7769406144
-7666.03655870590 +17329.6101321049
-8197.23941188561 +17476.8692133258
-7235.11559527147 +16876.9802507378
-8636.96192796975 +17119.3760148620
-8174.67658497837 +17525.5257242627
-9038.68462360810 +15762.3599213826
-9051.21759677187 +16010.2561259951
-8939.09139867630 +18331.2945904257
-7638.10055991336 +18370.7952692954
-9003.74210383915 +16720.9472314751
-9936.44212447673 +17061.9681812078
-11379.8381752697 +17226.1991798491
-10949.2853165502 +17855.1977484768
-10767.7838432680 +20021.1359116911
-9368.96195453713 +18855.6813264346
-10061.0070980811 +20253.5435573700
-9119.81623405494 +20618.3925281565
-8552.68556026633 +19711.1661514558
-7794.46123757053 +21319.2690868488
-7879.93912451474 +21400.4134225492
-6999.04733823583 +21882.0470336997
-5970.47013516657 +21616.3409159934
-4306.99978013133 +21786.6217224628
-4282.19512115113 +21173.2890814395
-4206.45155090489 +22565.6857699248
-3108.89185232133 +20122.3745709483
-2311.42197423157 +22522.4116812522
-431.994929824321 +21832.1872247208
-244.399565909465 +20938.9406300228
-49.9498287290439 +22644.0129749961
166.975487074876 +21080.3565749758
1286.58995251404 +19873.6434749852
1909.18967685934 +22472.3100368580
2471.42152468423 +21672.3164365944
3938.36673504454 +19691.2763071378
3593.51849166874 +20750.5236287473
4554.75977486446 +19949.3543464679
5519.88896431533 +19074.8888421280
5960.34775112954 +20296.8032284076
5554.27398473157 +17153.1740151208
7833.88994885217 +17987.4911490769
7584.09226034375 +17216.5417348306
7521.86633047067 +17812.8045222150
7096.46629484904 +15122.8958793444
7983.08700050915 +17238.4041004005
7668.20454567914 +15274.4633303171
7082.41423214820 +15722.7189638884
7232.87179005341 +15685.8142514426
8540.64344435736 +15084.7543865583
7575.98186815947 +13711.0499303600
8776.39817883822 +14077.2529177769
7768.58152764913 +13396.1403044624
8142.79520122217 +13790.5518315320
8466.82441352544 +14077.0908923769
8901.51383241179 +13846.1785135812
8580.72577761358 +13592.3459133010
8362.20888070020 +13193.2983096642
9222.53787316033 +13126.8732848111
9771.44361462466 +13256.9041278893
9067.11558458409 +12959.5473833011
8597.55604026455 +13247.5446949930
7914.15349694870 +11617.4479488606
8719.49823693398 +12649.1044959176
8540.90443971558 +12151.4789024147
8201.92083555360 +12536.8053941374
7668.35022239152 +12728.9715056025
7586.44443299173 +13026.1892808917
6938.36279536835 +13025.1289136460
8152.05120630430 +13072.8147267401
7856.72110386634 +13054.1298373073
7868.28842811152 +13341.7229350622
7622.80306737948 +12323.0129444811
7453.75917370523 +12639.7628710727
8000.01717075327 +13028.9754186115
7428.94161562296 +12972.3804932456
7367.47340309172 +12551.1587093490
7290.22355908427 +12111.3339913382
7357.48931290041 +12031.6019770250
6710.43026638168 +13568.7011007198
5569.37679701985 +12456.3972221474
5433.60816294349 +13466.6070065085
5278.85814374399 +13191.3732834365
5901.05509250473 +12986.7120116379
4772.93753026904 +14466.4603087470
4718.06139448357 +13592.6282674005
5066.11883517538 +14458.3764181127
4654.24102548665 +14470.4655717633
3891.81667195727 +15062.9914075341
3927.44093193004 +15281.9402570428
3886.82877645596 +16065.6618990259
3795.68858677783 +16702.8731505822
3447.89130603322 +15911.1608403198
2995.26625725718 +17784.6513705024
4157.93168598344 +18295.9253380969
3947.14011712312 +19378.1958666954
5147.46773926937 +19383.0864265360
5479.33468911984 +20252.2982273724
4019.15058207795 +19527.6754158724
6807.90500139267 +19933.1070248738
7784.86825585032 +19485.7278844481
7015.77800000450 +18844.8664372738
8978.20660239576 +19149.8547336252
8251.93150681872 +18788.1121555202
4591.51251752475 +19797.3286718219
8631.03223698758 +16690.0682269430
5740.73245925737 +18044.2907816307
8360.10308144122 +18366.0851815856
8132.57350322402 +15451.7450843830
9129.02181300620 +15053.4968741726
8548.72151700578 +16078.5786816752
8066.83337337197 +16736.7732309435
7702.59017180867 +17024.1213180728
6955.15270726374 +16440.9458623928
8914.79200964163 +12489.4669513836
9068.23187274462 +13171.9555940763
9235.52738830529 +13886.8401683529
9390.10888674974 +11642.0609549450
9744.75286531787 +12692.4294643509
7802.05041873630 +10736.1207031624
8868.45267607818 +12692.8174104341
8374.31491832538 +9105.97248171890
10952.9303184337 +11785.5587939717
7861.51857999907 +8665.48170515146
7556.59409817871 +8649.16568895440
7046.81344967714 +8356.59129293529
7226.75063510101 +7306.47274070055
6976.14560817166 +8438.28221348718
6329.13340316622 +7511.70464009779
6636.53487443198 +7523.07661141801
5102.08696317865 +6256.70660016992
4706.45626780062 +5518.60906665747
5235.27427472856 +4872.11837691622
3538.16402526358 +5513.31202663059
3920.80616434748 +6129.02768349522
3896.66896728433 +5591.67103676641
2829.69093420587 +4263.08779748511
3437.35617806653 +3705.62705830740
