2746.10178115361 +7379.83080950696
3000.43140356269 +8422.02708832893
3486.64920158858 +8039.32120847668
4202.20245897585 +8199.22436636633
4186.84147332662 +8365.49986859126
4349.76259586125 +9281.57621362711
4456.62383789037 +9483.68936501291
5821.10502943211 +8346.97413458177
6494.70791115443 +8570.56598457047
6671.88465243885 +7981.79746006453
6839.01991453266 +8734.07246240176
7148.65980849384 +8758.00923985846
6796.62608866599 +7134.05175061521
7019.87231400402 +7076.67002063994
6771.65642150514 +7800.79223877500
6947.49724441407 +7325.93384909447
6871.26748555450 +8650.21811706959
7541.55547410951 +6940.69985026463
8279.22612734606 +7047.71272964185
8489.47671409684 +7438.23379657600
8082.38923771788 +6749.31390118625
8679.27193166924 +5801.61493452392
8860.62007355240 +5947.36289768712
8426.19603537676 +5246.74748736430
8077.57738637033 +4381.92459367490
7700.51922174702 +3522.12459806288
7299.44384203490 +3226.49709427199
6651.93473611955 +3458.34684960480
5468.30402483227 +3094.76418021319
5672.62566618225 +3025.13884392564
5118.96748921751 +2250.17019422263
4661.93011029638 +2033.68985683824
3981.60047942098 +2086.32287154876
3218.78312601019 +1164.23769686713
2615.92952332967 +1744.89673572900
1635.58641525668 +1542.71266003511
1031.37542016332 +1246.50040137260
771.148210707928 +1643.02782691593
392.562530383396 +1580.68082968121
-85.2344623537636 +1670.23468904803
-405.387560430141 +1482.76626049475
-1011.76618489938 +1230.27152286408
-1334.02337214028 +875.112344818717
-1860.77307963192 +729.196190148857
-2176.45148181451 +411.738188189924
-2359.00697833685 -152.768651279858
-3413.86914353814 -789.271732597480
-4266.52180419817 -696.109784504184
-4835.40108797763 -1209.63706261616
-6630.43310486869 -1664.33465234996
-7465.53154498465 -167.806552933432
-8086.83769973530 +93.5923861903084
-8373.81806696172 +192.988127582405
-8756.03352263976 +945.569947457631
-8925.56116999990 +1580.35923312584
-8978.73554799624 +2386.03936997824
-8402.81100791960 +3339.85997280777
-7477.39920457719 +3272.16684081061
-7191.58496968228 +3559.04101933887
-6500.34578291974 +3110.52636759050
-6096.46734043584 +3227.91788188200
-6111.58085832484 +2562.04367727012
-5563.09710768035 +2165.93897844326
-4826.23884952970 +1480.94851918931
-4097.40707906353 +768.660756967981
-3580.66028852548 +907.165714584394
-4501.05087679092 -692.062521135085
-3884.55334276933 -1329.08686418569
-4322.24882965817 -2225.00355294247
-4997.01202756407 -2331.49301057645
-5342.91999781571 -3262.36971800898
-5067.51180739936 -3993.44953620644
-5640.62784833508 -4064.74896091158
-6521.08684313274 -4449.63099700030
-6410.12284476868 -4576.27693025544
-7238.65233567498 -5063.38710121834
-7871.47306125656 -4539.36374979192
-7583.29081151134 -5524.58590575007
-8985.64561486502 -5765.58846525822
-10178.5042750717 -5362.14602444446
-9176.53511080657 -4821.09028223076
-10481.2160836574 -4342.62500187896
-11312.0101096523 -3417.22793700398
-11252.6180222446 -2925.32170911277
-11071.9610830131 -2524.85349835914
-10404.5308176845 -1458.32823027149
-10998.1291342721 -1261.01796265484
-10379.4615975322 -83.2407167152179
-10381.4468058433 +1626.71786544000
-9016.88781332502 +1307.33700802482
-8571.62739344098 +2553.86258097202
-8065.69968987626 +3329.66560744626
-7309.36522658790 +3603.81554793055
-6644.41333357416 +4233.11684798748
-5782.26001665592 +4273.05363212611
-4555.08554174033 +3270.07582750020
-4453.79640714120 +3362.88913735097
-4032.77103381858 +3699.60770397037
-4453.37201724761 +3826.74705486818
-4063.59646807128 +3462.56151985662
-3805.17270760925 +3929.95294055025
-3735.42116804053 +4513.09510978228
-3551.42017927354 +5024.75636265802
-3345.70006108593 +5525.03878034903
-2855.74863317934 +5517.24979523029
-2291.49993699513 +5899.16596870257
-2315.97099385224 +6363.52460169187
-2384.47772018050 +6605.65925907866
-1635.69734722351 +6911.23307631480
-1760.55883473931 +7373.42446932755
-1794.88296144222 +7825.69951374490
-1579.34184380279 +8403.55925035250
-1291.25707792869 +7762.89352421596
-1865.12998866976 +9180.91891194553
-1457.29609104322 +9268.77065934382
-550.431624291787 +9432.82065778253
-566.902697049698 +9803.06150141530
-398.169190708397 +10237.9220461714
-929.902767517140 +11164.7039940218
-1246.62073086137 +11138.3873107473
-661.159427411718 +12174.3698494646
-816.565320383529 +12268.2083316606
-753.599188070081 +12904.0966925214
-1466.06789628972 +13225.7390004916
-991.154750566143 +13528.4132558030
-853.261836367860 +14192.2271738261
-1217.39317249628 +15066.8028055260
-1455.49361411365 +15300.4695547371
-686.503649633088 +15164.9887640487
-622.600788464567 +16853.1412633309
-1042.41872136625 +15912.9217228518
-1766.07145962123 +17524.3964853468
-343.514632164351 +16960.6323704786
-461.922546466596 +17255.4502514100
-215.952603661653 +17222.3958353613
411.399973435586 +17433.7288775068
-749.759532903820 +18074.2625180829
240.194977312987 +18728.0763627672
997.935163038635 +17471.7061684264
972.923766342646 +18546.0861885215
204.297668876412 +17451.5055790687
-93.0826221022460 +17647.2316894428
